companyid,headline,mostimportantdateutc,keydeveventtypeid,keydeveventtypename,companyname,audiolengthsec,transcriptid,transcriptcomponentid,transcriptcomponenttypename,transcriptpersonname,companyofperson,speakertypename,componentorder,componenttext,word_count
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875057.0,Question and Answer Operator Message,Operator,,Operator,3,[Operator Instructions] Your first question comes from the line of Vivek Arya of Bank of America.,16
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875058.0,Question,Vivek Arya,,Analysts,4,"Just, Colette, wanted to clarify what China contributions are you expecting in Q4? And then Jensen, the main question is for you. Where do you think we are in the adoption curve in terms of your shipments into the generative AI market? Because when I just look at the trajectory of your data center, its growth, it will be close to nearly 30% of all the spending in data center next year. So what metrics are you keeping an eye on to inform you that you can continue to grow? Just where are we in the adoption curve of your products into the generative AI market?",106
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875059.0,Answer,Colette Kress,,Executives,5,"So first, let me start with your question, Vivek, on export controls and the impact that we are seeing in our Q4 outlook and guidance that we provided. We had seen historically over the last several quarters that China and some of the other impacted destinations to be about 20% to 25% of our data center revenue. We are expecting in our guidance for that to decrease substantially as we move into Q4.
The export controls will have a negative effect on our China business, and we do not have good visibility into the magnitude of that impact even over the long term. We are, though, working to expand our data center product portfolio to possibly offer new regulation-compliant solutions that do not require a license. These products, they may become available in the next coming months. However, we don't expect their contribution to be material or meaningful as a percentage of the revenue in Q4.",156
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875060.0,Answer,Jensen Huang,,Executives,6,"Generative AI is the largest TAM expansion of software and hardware that we've seen in several decades. The -- at the core of it, what's really exciting is that what was largely a retrieval based computing approach, almost everything that you do is retrieved off of storage somewhere, has been augmented now, added with a generative method, and it's changed almost everything. You could see that text to text, text to image, text to video, text to 3D, text to protein, text to chemicals, these are things that were processed and typed in by humans in the past, and these are now generative approaches.
The way that we access data is changed. It used to be based on explicit queries. It is now based on natural language queries, intention queries, semantic queries. And so we're excited about the work that we're doing with SAP and Dropbox and many others that you're going to hear about.
And 1 of the areas that is really impactful is the software industry, which is about $1 trillion or so has been building tools that are manually used over the last couple of decades. And now there's a whole new segment of software called copilots and assistants. Instead of manually used, these tools will have copilots to help you use it. And so instead of licensing software, we will continue to do that, of course, but we will also hire copilots and assistants to help us use the -- use the software.
We'll connect all of these copilots and assistants into teams of AIs, which is going to be the modern version of software, modern version of enterprise business software. And so the transformation of software and the way that software is done is driving the hardware underneath. And you could see that it's transforming hardware in 2 ways. One is something that's largely independent of generative AI. There's 2 trends. One is related to accelerated computing. General purpose computing is too wasteful of energy and cost. And now that we have much, much better approaches called accelerated computing, you could save an order of magnitude of energy. You could save an order of magnitude of time or you can save an order of magnitude of cost by using acceleration. And so accelerated computing is transitioning, if you will, general purpose computing into this new approach.
And that has been augmented by a new class of data centers. This is the traditional data centers that you were just talking about, where we represent about 1/3 of that. But there's a new class of data centers. And this new class of data centers, unlike the data centers of the past where you have a lot of applications running used by a great many people that are different tenants that are using the same infrastructure and that data center stores a lot of files, these new data essentials are very few applications, if not, one application used by basically one tenant. And it processes data. It trains models, and it generates tokens. It generates AI. And we call these new data centers AI factories.
We're seeing AI factories being built out everywhere in just about every country. And so if you look at the way -- where we are in the expansion, the transition into this new computing approach, the first wave, you saw with large language model start-ups, generative AI start-ups and consumer Internet companies. And we're in the process of ramping that. Meanwhile, while that's being ramped, you see that we're starting to partner with enterprise software companies who would like to build chatbots and copilots and assistants to augment the tools that they have on their platforms.
You're seeing GPU-specialized CSPs cropping up all over the world, and they're dedicated to doing really one thing, which is processing AI. You're seeing sovereign AI infrastructures, people -- countries that now recognize that they have to utilize their own data, keep their own data, keep their own culture, process that data and develop their own AI. You see that in India, several -- about a year ago in Sweden. You're seeing it in Japan. Last week, a big announcement in France.
But the number of sovereign AI clouds that are being built is really quite significant. And my guess is that almost every major region will have -- and surely, every major country will have their own AI cloud. And so I think you're seeing just new developments as the generative AI wave propagates through every industry, every company, every region. And so we're at the beginning of this inflection, this computing transition.",768
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875061.0,Question and Answer Operator Message,Operator,,Operator,7,Your next question comes from the line of Aaron Rakers of Wells Fargo.,13
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875062.0,Question,Aaron Rakers,,Analysts,8,"Yes. I wanted to ask about kind of the networking side of the business. Given the growth rates that you've now cited, I think it's 155% year-over-year and strong growth sequentially, it looks like that business is like almost approaching a $2.5 billion to $3 billion quarterly level. I'm curious of how you see Ethernet involved -- evolving and maybe how you would characterize your differentiation of Spectrum-X relative to the traditional Ethernet stack as we start to think about that becoming part of the networking narrative above and maybe beyond just InfiniBand as we look into next year.",99
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875063.0,Answer,Jensen Huang,,Executives,9,"Yes. Thanks for the question. Our networking business is already at a $10 billion plus run rate. And it's going to get much larger. And as you mentioned, we added a new networking platform to our networking business recently. The vast majority of the dedicated large-scale AI factories standardized on InfiniBand. And the reason for that is not only because of its data rate and not only just the latency, but the way that it moves traffic around the network is really important. The way that you process AI and the -- a multi-tenant hyperscale Ethernet environment, the traffic pattern is just radically different. And with InfiniBand and with software-defined networks, we could do congestion control, adaptive routing, performance isolation and noise isolation, not to mention, of course, the data rate and the low latency that -- and the very low overhead of InfiniBand that's natural part of InfiniBand.
And so InfiniBand is not so much just a network. It's also a computing fabric. We put a lot of software-defined capabilities into the fabric, including computation. We'll do floating point calculations and computation right on the switch and right in the fabric itself. And so that's the reason why that difference in Ethernet versus InfiniBand where InfiniBand versus Ethernet for AI factories is so dramatic.
And the difference is profound, and the reason for that is because you've just invested in a $2 billion infrastructure for AI factories. A 20%, 25%, 30% difference in overall effectiveness, especially as you scale up, is measured in hundreds of millions of dollars of value. And if you were renting that infrastructure over the course of 4 or 5 years, it really, really adds up. And so InfiniBand's value proposition is undeniable for AI factories.
However, as we move AI into enterprise, this is enterprise computing where we'd like to enable every company to be able to build their own custom AIs. We're building custom AIs in our company based on our proprietary data, our proprietary type of skills. For example, the -- recently, we spoke about one of the models that we're creating. It's called ChipNeMo. We're building many others. There'll be tens, hundreds of custom AI models that we create inside our company.
And our company is -- for all of our employee use, that doesn't have to be as high performance as the AI factories we use to train the models. And so we would like the AI to be able to run an Ethernet environment. And so what we've done is we invented this new platform that extends Ethernet. It doesn't replace the Ethernet. It's 100% compliant with Ethernet, and it's optimized for east-west traffic, which is where the computing fabric is. It adds to Ethernet with an end-to-end solution with BlueField as well as our Spectrum switch that allows us to perform some of the capabilities that we have in InfiniBand, not all but some, and we achieve excellent results.
And the way we go to market is we go to market with our large enterprise partners who already offer our computing solution. And so HP, Dell and Lenovo have the NVIDIA AI stack, the NVIDIA AI Enterprise software stack. And now they integrate with BlueField as well as bundle -- take to market their Spectrum switch, and they'll be able to offer enterprise customers all over the world with their vast sales force and vast network of resellers the -- in a fully integrated, if you will, fully optimized at least end-to-end AI solution. And so that's basically bringing AI to Ethernet for the world's enterprise.",598
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875064.0,Question and Answer Operator Message,Operator,,Operator,10,Your next question comes from the line of Joe Moore of Morgan Stanley.,13
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875065.0,Question,Joseph Moore,,Analysts,11,"Great. I wondered if you could talk a little bit more about Grace Hopper and how you see the ability to leverage kind of the microprocessor, how you see that as a TAM expander. And what applications do you see using Grace Hopper versus more traditional H100 applications?",48
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875066.0,Answer,Jensen Huang,,Executives,12,"Yes. Thanks for your question. Grace Hopper is in production in high-volume production now. We're expecting next year just with all of the design wins that we have in high-performance computing and AI, AI infrastructures. We are on a very, very fast ramp with our first data center CPU to a multibillion-dollar product line. This is going to be a very large product line for us.
The capability of Grace Hopper is really quite spectacular. It has the ability to create computing nodes that simultaneously has very fast memory as well as very large memory. In the areas of vector databases or semantic search, what is called RAG, retrieval augmented generation, so that you could have a generative AI model, be able to refer to proprietary data or factful data before it generates a response, that data is quite large.
And you could also have applications or generative models where the context length is very high. You basically stored an entire book into its system memory before you ask the questions. And so the context length could be quite large. This way, the generative models have the ability to still be able to naturally interact with you on one hand; on the other hand, be able to refer to factual data, proprietary data or domain-specific data, your data and be contextually relevant and reduce hallucination. And so the -- that particular use case, for example, is really quite fantastic for Grace Hopper.
It also serves the customers that really care to have a different CPU than x86. Maybe it's European supercomputing centers or European companies who would like to build up their own ARM ecosystem and like to build up a stack or CSPs that have decided that they would like to pivot to ARM because their own custom CPUs are based on ARM. There are a variety of different reasons that drives the success of Grace Hopper, but we're off to just an extraordinary start. This is a home run product.",332
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875067.0,Question and Answer Operator Message,Operator,,Operator,13,Your next question comes from the line of Tim Arcuri of UBS.,12
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875068.0,Question,Timothy Arcuri,,Analysts,14,"I wanted to ask a little bit about the visibility that you have on revenue. I know there's a few moving parts. I guess, on one hand, the purchase commitments went up a lot again. But on the other hand, the China bands would arguably pull in when you can fill the demand beyond China. So I know we're not even into 2024 yet, and it doesn't sound like, Jensen, you think that next year would be a peak in your data center revenue, but I just wanted to sort of explicitly ask you that. Do you think that data center can grow even into 2025?",106
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875069.0,Answer,Jensen Huang,,Executives,15,"Absolutely believe that data center can grow through 2025. And there are, of course, several reasons for that. We are expanding our supply quite significantly. We have already [ wanted ] the broadest and largest and most capable supply chain in the world.
Remember, people think that the GPU is a chip, but the HGX, H100, the Hopper HGX, has 35,000 parts. It weighs 70 pounds. Eight of the chips are Hopper. The other 35,000 are not. It is -- it has -- even its passive components are incredible, high-voltage parts, high-frequency parts, high-current parts. It is a supercomputer and therefore, the only way to test the supercomputer's with another supercomputer. Even the manufacturing of it is complicated. The testing of it is complicated. The shipping of it is complicated and installation is complicated. And so every aspect of our HGX supply chain is complicated.
And the remarkable team that we have here has really scaled out the supply chain incredibly, not to mention all of our HGXs are connected with NVIDIA networking, and the networking, the transceivers, the NICs, the cables, the switches, the amount of complexity there is just incredible. And so I'm just -- first of all, I'm just super proud of the team for scaling up this incredible supply chain. We are absolutely world class.
But meanwhile, we're adding new customers and new products. So we have new supply. We have new customers, as I was mentioning earlier. Different regions are standing up GPU specialist clouds, sovereign AI clouds coming up from all over the world as people realize that they can't afford to export their country's knowledge, their country's culture for somebody else to then resell AI back to them. They have to -- they should. They have the skills and fairly with us, in combination, we can help them do that, build up their national AI. And so the first thing that they have to do is create their AI cloud, national AI cloud.
You're also seeing us now growing into enterprise. The enterprise market has 2 paths. One path -- or if I could say 3 paths. The first path, of course, is the off-the-shelf AI. And there are -- of course, ChatGPT is a fabulous off-the-shelf AI. There'll be others. There's also a proprietary AI because these software companies like ServiceNow and SAP, and there are many, many others, can't afford to have their company's intelligence be outsourced to somebody else. And they are about building tools. And on top of their tools, they should build custom and proprietary and domain-specific copilots and assistants that they can then rent to their customer base.
This is -- they're sitting on a gold mine. Almost every major tools company in the world is sitting on gold mine, and they recognize that. They have to go build their own custom AIs. We have a new service called an AI Foundry, where we leverage NVIDIA's capabilities to be able to serve them in that.
And then the next one is enterprises building their own custom AIs, their own custom chatbots, their own custom RAGs. And this capability is spreading all over the world. And the way that we're going to serve that marketplace is with the entire stacks of systems, which includes our compute, our networking and our switches running our software stack called NVIDIA AI Enterprise, taking it through our market partners, HP, Dell and Lenovo, so on and so forth.
And so we're just -- we're seeing the waves of generative AI starting from the start-ups and CSPs moving to consumer Internet companies, moving to enterprise software platforms, moving to enterprise companies. And then -- and ultimately, one of the areas that you guys have seen us spend a lot of energy on has to do with industrial generative AI. This is where NVIDIA AI and NVIDIA Omniverse comes together. And that is a really, really exciting work. And so I think the -- we're at the beginning of a, basically across the board, industrial transition to generative AI, to accelerated computing. This is going to affect every company, every industry, every country.",689
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875070.0,Question and Answer Operator Message,Operator,,Operator,16,Your next question comes from the line of Toshiya Hari of Goldman Sachs.,13
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875071.0,Question,Toshiya Hari,,Analysts,17,"I wanted to clarify something with Colette real quick, and then I had a question for Jensen as well. Colette, you mentioned that you'll be introducing regulation-compliant products over the next couple of months, yet the contribution to Q4 revenue should be relatively limited. Is that a timing issue? And could it be a source of reacceleration in growth for data center in April and beyond? Or are the price points such that the contribution to revenue going forward should be relatively limited?
And then the question for Jensen, the AI foundry service announcement from last week, I just wanted to ask about that and hopefully have you expand on it. How is the monetization model going to work? Is it primarily services and software revenue? How should we think about the long-term opportunity set? And is this going to be exclusive to Microsoft? Or do you have plans to expand to other partners as well?",156
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875072.0,Answer,Colette Kress,,Executives,18,"Thanks, Toshiya, on the question regarding potentially new products that we could provide to our China customers. It's a significant process to both design and develop these new products. As we discussed, we're going to make sure that we are in full discussions with the U.S. government of our intent in these products as well. Given our state about where we are in the quarter, we're already several weeks into the quarter. That's just going to take some time for us to go through and discussing with our customers their needs and desires of these 2 products that we have.
Moving forward, whether that's medium term or long term, it's just hard to say both the ideas of what we can produce with the U.S. government and with the interest of our China customers. So we stay still focused on finding that right balance for our China customers, but it's hard to say at this time.",156
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875073.0,Answer,Jensen Huang,,Executives,19,"Toshiya, thanks for the question. There is a glaring opportunity in the world for AI foundry, and it makes so much sense. First, every company has its core intelligence. It makes up our company, our data, our domain expertise. In the case of many companies, we create tools. And most of the software companies in the world are tool platforms. And those tools are used by people today. And in the future, it's going to be used by people augmented with a whole bunch of AIs that we hire.
And these AI platforms just got to go across the world, and you'll see. And we've already announced a few, SAP, ServiceNow, Dropbox, Getty. Many others are coming. And the reason for that is because they have their own proprietary AI. They want their own proprietary AI. They can't afford to outsource their intelligence and hand out their data and hand out their flywheel for other companies to build the AI for them. And so they come to us.
We have several things that are really essential in the foundry just as TSMC is a foundry. You have to have AI technology. And as you know, we have just an incredible depth of AI capability, AI technology capability. And then second, you have to have the best practice, known practice, the skills of processing data through the invention of AI models to create AIs that are guardrails, fine-tuned, so on and so forth -- that are safe, so on and so forth.
And the third thing is you need factories, and that's what DGX Cloud is. Our AI models are called AI Foundations. Our process, if you will, our CAD system for creating AIs are called NeMo, and they run on NVIDIA's factories we call DGX Cloud. Our monetization model is that, with each one of our partners, they rent a sandbox on DGX Cloud where we work together. They bring their data. They bring their domain expertise. We'd bring our researchers and engineers. We help them build their custom AI. We help them make that custom AI incredible.
Then that customer AI becomes theirs, and they deploy it on a run time that is enterprise grade, enterprise optimized or outperformance optimized, runs across everything NVIDIA. We have a giant installed base in the cloud on-prem anywhere. And it's secure, securely patched, constantly patched and optimized and supported. And we call that NVIDIA AI Enterprise. 
NVIDIA AI Enterprise is $4,500 per GP per year. That's our business model. Our business model is basically a license. Our customers then, with that basic license, can build their monetization model on top of. In a lot of ways, we're wholesale. They become retail. They could have a per -- they could have subscription license based. They could per instance or they could do per usage. There's a lot of different ways that they could take to create their own business model, but ours is basically like a software license, like an operating system. And so our business model is help you create your custom models. You run those custom models on NVIDIA AI Enterprise. And it's off to a great start. NVIDIA AI Enterprise is going to be a very large business for us.",540
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875074.0,Question and Answer Operator Message,Operator,,Operator,20,Your next question comes from the line of Stacy Rasgon of Bernstein Research.,13
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875075.0,Question,Stacy Rasgon,,Analysts,21,"Colette, I wanted to know, if it weren't for the China restrictions, would the Q4 guide have been higher or are you supply constrained in just reshipping stuff that would have gone to China elsewhere? And I guess along those lines, can you give us a feeling for where your lead times are right now in data center? And does the China redirection such as this, is it lowering those lead times because you've got parts that are sort of immediately available to ship?",84
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875076.0,Answer,Colette Kress,,Executives,22,"Yes. Stacy, let me see if I can help you understand. Yes, they are still situations where we are working on both improving our supply each and every quarter. We've done a really solid job of ramping every quarter, which has defined our revenue.
But with the absence of China, for our outlook for Q4, sure, there could have been some things that we are not supply constrained that we could have sold to China but we no longer can. So could our guidance have been a little higher in our Q4? Yes. We are still working on improving our supply and plan on continuing and growing all throughout next year as well towards that.",115
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875077.0,Question and Answer Operator Message,Operator,,Operator,23,Your next question comes from the line of Matt Ramsay of TD Cowen.,13
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875078.0,Question,Matthew Ramsay,,Analysts,24,"Congrats everybody on the results. Jensen, I had a two-part question for you, and it comes off of sort of one premise. And the premise is I still get a lot of questions from investors thinking about AI training as being NVIDIA's dominant domain and that somehow as inference, even large model inference takes more and more of the TAM that the market will become more competitive. You'll be less differentiated, et cetera, et cetera. So I guess the 2 parts of the question are, number one, maybe you could spend a little bit of time talking about the evolution of the inference workload as we move to LLMs and how your company is positioned for that rather than smaller model inference. And second, up until a month or 2 ago, I never really got any questions at all about the data processing piece of the AI workload. So the pieces of manipulating the data before training, between training and inference, after inference, and I think that's a large part of the workload now, maybe you could talk about how CUDA is enabling acceleration of those pieces of the workload.",190
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875079.0,Answer,Jensen Huang,,Executives,25,"Sure. Inference, inference is complicated. It's actually incredibly complicated. If you -- we, this quarter, announced one of the most exciting new engines, optimizing compilers called TensorRT LLM. The reception has been incredible. You go to GitHub. It's been downloaded a ton, a whole lot of stars integrated into stacks and frameworks all over the world almost instantaneously. And there are several reasons for that, obviously. 
We could create TensorRT LLM because CUDA's programmable. If CUDA and our GPUs were not so programmable, it would really be hard for us to improve software stacks at the pace that we do. TensorRT LLM on the same GPU, without anybody touching anything, improves the performance by a factor of 2.
And then on top of that, of course, the pace of our innovation is so high. H200 increases it by another factor of 2. And so our inference performance, another way of saying inference cost, just reduced by a factor of 4 within about a year's time. And so that's really, really hard to keep up with.
Now the reason why everybody likes our inference engine is because our installed base. And we've been dedicated to our installed base for 20 years, 20-plus years. We have an installed base that is not only largest in every single cloud. It's in every -- available from every enterprise system maker. It's used by companies of just about every industry. And any time you see an NVIDIA GPU, it runs our stack. It's architecturally compatible. It's something we've been dedicated to for a very long time. We're very disciplined about it. We make it, if you will -- architecture compatibility is job one.
And that has conveyed to the world the certainty of our platform stability. NVIDIA's platform stability, certainty is the reason why everybody builds on us first and the reason why everybody optimizes on us first. All the engineering and all the work that you do, all the invention of technologies that you build on top of NVIDIA accrues to the -- and benefits everybody that uses our GPUs, and we have such a large installed base large -- millions and millions of GPUs in cloud, 100 million GPUs from people's PCs, just about every workstation in the world, and they're all architecturally compatible.
And so if you're an inference platform and you're deploying an inference application, you are basically an application provider. And as a software application provider, you're looking for a large installed base.
Data processing, before you could train a model, you have to curate the data. You have to dedupe the data. Maybe you have to augment the data with synthetic data. So you process the -- clean the data, align the data, normalize the data. All of that data is measured not in bytes and megabytes. It's measured in terabytes and petabytes. And the amount of data processing that you do before data engineering, before that you do training is quite significant. It could represent 30%, 40%, 50% of the amount of work that you ultimately do. In what you -- in ultimately creating a data-driven machine learning service. And so data processing is just a massive part.
We accelerate Spark. We accelerate Python. One of the coolest things that we just did that is called cuDF pandas, without one line of code, pandas, which is the single most successful data science framework in the world, Pandas now is accelerated by NVIDIA CUDA and just out of the box without a line of code. And so the acceleration is really quite terrific, and people are just incredibly excited about. And pandas was designed for one purpose and one purpose only, really data processing for data science. And so NVIDIA CUDA gives you all of that.",627
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875080.0,Question and Answer Operator Message,Operator,,Operator,26,Your final question comes from the line of Harlan Sur of JPMorgan.,12
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875081.0,Question,Harlan Sur,,Analysts,27,"If you look at the history of the tech industry, right, those companies that have been successful have always been focused on ecosystem, silicon, hardware, software, strong partnerships and just as importantly, right, an aggressive cadence of new products, more segmentation over time. The team recently announced a more aggressive new product cadence and data center from 2 years to now every year with higher levels of segmentation, training, optimization, inferencing, CPU, GPU, DPU networking. How do we think about your R&D OpEx growth that looks to support a more aggressive and expanding forward road map? But more importantly, what is the team doing to manage and drive execution through all of this complexity?",114
32307.0,"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023",2023-11-21,48.0,Earnings Calls,NVIDIA Corporation,4190.0,2963626.0,108875082.0,Answer,Jensen Huang,,Executives,28,"Gosh, boy, that's just really excellent. You just wrote NVIDIA's business plan. And you described our strategy. First of all, there is a fundamental reason why we accelerate our execution. And the reason for that is because it fundamentally drives down cost. When -- the combination of TensorRT LLM and H200 reduced the cost for our customers for large model inference by a factor of 4, and so that includes, of course, our speeds and feeds, but mostly, it's because of our software. Mostly, the software benefits because of the architecture. And so we want to accelerate our road map for that reason.
The second reason is to expand the reach of generative AI. The world's number of data center configurations, this is kind of the amazing thing. NVIDIA is in every cloud, but not one cloud is the same. NVIDIA is working with every single cloud service provider and not one of their networking control plane security posture is the same. Everybody's platform is different, and yet we're integrated into all of their stacks, all of their data centers, and we work incredibly well with all of them.
And not to mention, we then take the whole thing, and we create AI factories that are stand-alone. We take our platform. We can put them into supercomputers. We can put them into enterprise. Bringing AI to enterprise is something -- generative AI to enterprise is something nobody has ever done before. And we're right now in the process of going to market with all of that.
And so the complexity includes, of course, all the technologies and segments and the pace. It includes the fact that we are architecturally compatible across every single one of those. It includes all of the domain-specific libraries that we create. The reason why you -- every computer company without thinking can integrate NVIDIA into their road map and take it to market and the reason for that is because there's market demand for it. There's market demand in health care. There's market demand in manufacturing. There's market demand, and of course, in AI, in financial services and supercomputing and quantum computing. The list of markets and segments that we have domain-specific libraries is incredibly broad.
And then finally, now we have an end-to-end solution for data centers. InfiniBand network -- InfiniBand networking, Ethernet networking, x86, ARM, just about every permutation combination of solutions, technology solutions and software stacks provided. And that translates to having the largest number of ecosystem software developers, the largest ecosystem of system makers, the largest and broadest distribution partnership network, and ultimately, the greatest reach. And that takes -- surely, that takes a lot of energy.
But the thing that really holds it together, and this is a great decision that we made decades ago, which is everything is architecturally compatible. When you -- when we develop a domain-specific language that runs on one GPU, it runs on every GPU. When we optimize TensorRT for the cloud, we optimized it for enterprise. When we do something that brings in a new feature, a new library, a new feature or a new developer, they instantly get the benefit of all of our reach.
And so that discipline, that architecture compatible discipline that has lasted more than a couple of decades now is one of the reasons why NVIDIA is still really, really efficient. I mean we're 28,000 people large and serving just about every single company, every single industry, every single market around the world.",584
